OrderID,OrderDate,ShipDate,Status,Channel,CustomerID,ProductID,RepID,RegionID,Quantity,DiscountPct,UnitPrice,Revenue,COGS,Profit
O100080,2025-07-09,2025-07-11,Completed,Inside Sales,C0009,P0008,S003,R03,10,0.2,1041.21,10412.08,2078.8,8333.28
O100081,2025-07-09,2025-07-11,Completed,Field Sales,C0008,P0002,S005,R05,3,0.2,131.78,395.35,72.12,323.23
O100082,2025-07-09,2025-07-12,Completed,Field Sales,C0012,P0014,S003,R06,3,0.05,701.57,2104.72,1926.51,178.21
O100083,2025-07-09,2025-07-13,Canceled,Inside Sales,C0011,P0012,S003,R02,0,0.0,337.94,0.0,0.0,0.0
O100084,2025-07-09,2025-07-12,Completed,Online,C0008,P0003,S003,R05,3,0.1,714.79,2144.37,1133.91,1010.46
O100085,2025-07-09,2025-07-11,Completed,Field Sales,C0020,P0014,S001,R02,2,0.15,627.73,1255.45,1284.34,-28.89
O100086,2025-07-09,2025-07-12,Completed,Inside Sales,C0020,P0007,S004,R02,3,0.0,90.63,271.89,236.43,35.46
O100087,2025-07-10,2025-07-11,Completed,Partner,C0016,P0012,S004,R05,1,0.0,337.94,337.94,293.86,44.08
O100088,2025-07-10,2025-07-11,Completed,Field Sales,C0019,P0004,S001,R02,2,0.15,628.4,1256.81,1285.74,-28.93
O100089,2025-07-10,2025-07-14,Completed,Inside Sales,C0014,P0015,S004,R01,1,0.0,829.59,829.59,721.38,108.21
O100090,2025-07-10,2025-07-12,Completed,Online,C0010,P0008,S004,R06,1,0.0,1301.51,1301.51,207.88,1093.63
O100091,2025-07-10,2025-07-12,Completed,Online,C0001,P0008,S005,R01,1,0.1,1171.36,1171.36,207.88,963.48
O100092,2025-07-10,2025-07-12,Completed,Partner,C0019,P0009,S001,R02,3,0.05,1304.81,3914.42,1300.77,2613.65
O100093,2025-07-11,2025-07-18,Completed,Field Sales,C0004,P0015,S002,R04,1,0.15,705.15,705.15,721.38,-16.23
O100094,2025-07-11,2025-07-15,Completed,Field Sales,C0016,P0008,S002,R05,2,0.1,1171.36,2342.72,415.76,1926.96
O100095,2025-07-11,2025-07-12,Completed,Online,C0001,P0002,S004,R01,1,0.2,131.78,131.78,24.04,107.74
O100096,2025-07-11,2025-07-15,Completed,Online,C0009,P0012,S003,R03,2,0.0,337.94,675.88,587.72,88.16
O100097,2025-07-11,2025-07-13,Completed,Online,C0004,P0003,S002,R04,10,0.0,794.21,7942.1,3779.7,4162.4
O100098,2025-07-11,2025-07-16,Completed,Partner,C0013,P0014,S003,R02,5,0.2,590.8,2954.0,3210.85,-256.85
O100099,2025-07-11,2025-07-13,Completed,Online,C0018,P0002,S001,R03,2,0.0,164.73,329.46,48.08,281.38
O100100,2025-07-11,2025-07-11,Completed,Field Sales,C0014,P0007,S001,R01,2,0.0,90.63,181.26,157.62,23.64
O100101,2025-07-11,2025-07-14,Completed,Field Sales,C0018,P0014,S003,R03,1,0.0,738.5,738.5,642.17,96.33
O100102,2025-07-11,2025-07-15,Completed,Inside Sales,C0002,P0003,S001,R02,3,0.0,794.21,2382.63,1133.91,1248.72
O100103,2025-07-11,2025-07-18,Completed,Online,C0011,P0005,S003,R02,2,0.1,487.84,975.67,942.68,32.99
O100104,2025-07-12,2025-07-14,Completed,Online,C0016,P0014,S001,R05,4,0.1,664.65,2658.6,2568.68,89.92
O100105,2025-07-12,2025-07-14,Completed,Partner,C0009,P0006,S002,R03,4,0.05,1133.25,4532.98,1489.4,3043.58
O100106,2025-07-12,2025-07-14,Completed,Field Sales,C0006,P0002,S003,R05,1,0.0,164.73,164.73,24.04,140.69
O100107,2025-07-12,2025-07-15,Completed,Online,C0019,P0003,S001,R02,3,0.15,675.08,2025.24,1133.91,891.33
O100108,2025-07-12,2025-07-14,Completed,Inside Sales,C0019,P0009,S004,R02,2,0.0,1373.48,2746.96,867.18,1879.78
O100109,2025-07-12,2025-07-13,Completed,Field Sales,C0008,P0014,S003,R05,2,0.1,664.65,1329.3,1284.34,44.96
O100110,2025-07-12,2025-07-17,Completed,Field Sales,C0019,P0015,S001,R02,5,0.1,746.63,3733.16,3606.9,126.26
O100111,2025-07-12,2025-07-16,Completed,Online,C0005,P0006,S002,R05,2,0.0,1192.89,2385.78,744.7,1641.08
O100112,2025-07-13,2025-07-16,Completed,Partner,C0019,P0003,S002,R02,3,0.1,714.79,2144.37,1133.91,1010.46
O100113,2025-07-13,2025-07-16,Completed,Online,C0020,P0009,S003,R02,4,0.05,1304.81,5219.22,1734.36,3484.86
O100114,2025-07-13,2025-07-13,Completed,Partner,C0017,P0005,S002,R05,1,0.0,542.04,542.04,471.34,70.7
O100115,2025-07-13,2025-07-18,Completed,Online,C0016,P0001,S004,R05,2,0.0,914.39,1828.78,953.66,875.12
O100116,2025-07-13,2025-07-17,Completed,Partner,C0004,P0006,S001,R04,2,0.1,1073.6,2147.2,744.7,1402.5
O100117,2025-07-13,2025-07-16,Completed,Online,C0007,P0006,S005,R06,2,0.0,1192.89,2385.78,744.7,1641.08
O100118,2025-07-13,2025-07-16,Completed,Partner,C0007,P0013,S001,R06,1,0.0,790.14,790.14,687.08,103.06
O100119,2025-07-13,2025-07-17,Completed,Partner,C0013,P0004,S004,R02,10,0.15,628.4,6284.05,6428.7,-144.65
O100120,2025-07-13,2025-07-15,Completed,Online,C0005,P0015,S004,R05,1,0.0,829.59,829.59,721.38,108.21
O100121,2025-07-14,2025-07-21,Completed,Online,C0003,P0005,S003,R03,3,0.15,460.73,1382.2,1414.02,-31.82
O100122,2025-07-14,2025-07-17,Completed,Online,C0002,P0015,S005,R02,3,0.05,788.11,2364.33,2164.14,200.19
O100123,2025-07-14,2025-07-14,Completed,Online,C0012,P0002,S005,R06,1,0.1,148.26,148.26,24.04,124.22
O100124,2025-07-14,2025-07-15,Completed,Online,C0004,P0005,S004,R04,3,0.0,542.04,1626.12,1414.02,212.1
O100125,2025-07-14,2025-07-17,Completed,Field Sales,C0018,P0006,S003,R03,2,0.0,1192.89,2385.78,744.7,1641.08
O100126,2025-07-14,2025-07-14,Completed,Partner,C0005,P0010,S004,R05,2,0.0,814.43,1628.86,778.84,850.02
O100127,2025-07-14,2025-07-15,Completed,Field Sales,C0015,P0007,S004,R02,2,0.0,90.63,181.26,157.62,23.64
O100128,2025-07-14,2025-07-17,Completed,Partner,C0015,P0010,S005,R02,1,0.2,651.54,651.54,389.42,262.12
O100129,2025-07-14,2025-07-18,Completed,Partner,C0011,P0011,S005,R02,2,0.05,770.31,1540.62,1410.18,130.44
O100130,2025-07-14,2025-07-14,Completed,Partner,C0011,P0009,S001,R02,10,0.05,1304.81,13048.06,4335.9,8712.16
O100131,2025-07-15,2025-07-17,Completed,Partner,C0006,P0005,S003,R05,3,0.05,514.94,1544.81,1414.02,130.79
O100132,2025-07-15,2025-07-16,Completed,Online,C0008,P0001,S003,R05,10,0.0,914.39,9143.9,4768.3,4375.6
O100133,2025-07-15,2025-07-16,Completed,Online,C0007,P0011,S004,R06,2,0.0,810.85,1621.7,1410.18,211.52
O100134,2025-07-15,2025-07-20,Completed,Field Sales,C0018,P0002,S002,R03,1,0.2,131.78,131.78,24.04,107.74
O100135,2025-07-15,2025-07-18,Completed,Online,C0018,P0003,S001,R03,2,0.0,794.21,1588.42,755.94,832.48
O100136,2025-07-15,2025-07-16,Completed,Partner,C0005,P0010,S003,R05,1,0.1,732.99,732.99,389.42,343.57
O100137,2025-07-15,2025-07-18,Completed,Online,C0017,P0011,S001,R05,4,0.1,729.76,2919.06,2820.36,98.7
O100138,2025-07-15,2025-07-15,Completed,Inside Sales,C0016,P0003,S002,R05,4,0.05,754.5,3018.0,1511.88,1506.12
O100139,2025-07-16,2025-07-17,Completed,Online,C0001,P0014,S005,R01,2,0.15,627.73,1255.45,1284.34,-28.89
O100140,2025-07-16,2025-07-17,Returned,Partner,C0011,P0004,S002,R02,1,0.05,702.33,-702.33,-642.87,-59.46
O100141,2025-07-16,2025-07-18,Completed,Partner,C0014,P0012,S001,R01,2,0.1,304.15,608.29,587.72,20.57
O100142,2025-07-16,2025-07-19,Completed,Field Sales,C0009,P0007,S005,R03,1,0.05,86.1,86.1,78.81,7.29
O100143,2025-07-16,2025-07-17,Completed,Online,C0014,P0013,S001,R01,3,0.0,790.14,2370.42,2061.24,309.18
O100144,2025-07-16,2025-07-16,Completed,Field Sales,C0013,P0001,S003,R02,2,0.0,914.39,1828.78,953.66,875.12
O100145,2025-07-17,2025-07-17,Completed,Field Sales,C0002,P0012,S001,R02,2,0.0,337.94,675.88,587.72,88.16
O100146,2025-07-17,2025-07-18,Completed,Inside Sales,C0018,P0010,S005,R03,3,0.05,773.71,2321.13,1168.26,1152.87
O100147,2025-07-17,2025-07-20,Completed,Inside Sales,C0001,P0010,S005,R01,1,0.05,773.71,773.71,389.42,384.29
O100148,2025-07-17,2025-07-21,Completed,Inside Sales,C0009,P0001,S004,R03,1,0.0,914.39,914.39,476.83,437.56
O100149,2025-07-17,2025-07-19,Completed,Field Sales,C0012,P0011,S001,R06,10,0.05,770.31,7703.07,7050.9,652.17
O100150,2025-07-17,2025-07-22,Completed,Partner,C0013,P0009,S002,R02,1,0.1,1236.13,1236.13,433.59,802.54
O100151,2025-07-18,2025-07-22,Completed,Partner,C0015,P0005,S002,R02,10,0.0,542.04,5420.4,4713.4,707.0
O100152,2025-07-18,2025-07-22,Returned,Inside Sales,C0005,P0009,S004,R05,3,0.05,1304.81,-3914.42,-1300.77,-2613.65
O100153,2025-07-18,2025-07-19,Completed,Field Sales,C0006,P0003,S005,R05,1,0.15,675.08,675.08,377.97,297.11
O100154,2025-07-18,2025-07-20,Completed,Partner,C0010,P0004,S001,R06,5,0.1,665.37,3326.85,3214.35,112.5
O100155,2025-07-18,2025-07-23,Completed,Field Sales,C0017,P0014,S002,R05,1,0.1,664.65,664.65,642.17,22.48
O100156,2025-07-18,2025-07-23,Completed,Inside Sales,C0001,P0010,S005,R01,10,0.05,773.71,7737.08,3894.2,3842.88
O100157,2025-07-18,2025-07-22,Completed,Partner,C0005,P0006,S002,R05,10,0.05,1133.25,11332.45,3723.5,7608.95
O100158,2025-07-18,2025-07-21,Completed,Inside Sales,C0004,P0002,S003,R04,1,0.05,156.49,156.49,24.04,132.45
O100159,2025-07-18,2025-07-21,Completed,Inside Sales,C0018,P0003,S003,R03,2,0.0,794.21,1588.42,755.94,832.48
O100160,2025-07-19,2025-07-20,Completed,Partner,C0011,P0002,S003,R02,1,0.0,164.73,164.73,24.04,140.69
O100161,2025-07-19,2025-07-23,Completed,Inside Sales,C0001,P0015,S002,R01,2,0.1,746.63,1493.26,1442.76,50.5
O100162,2025-07-19,2025-07-22,Completed,Field Sales,C0016,P0014,S002,R05,10,0.1,664.65,6646.5,6421.7,224.8
O100163,2025-07-19,2025-07-26,Completed,Inside Sales,C0019,P0009,S002,R02,2,0.05,1304.81,2609.61,867.18,1742.43
O100164,2025-07-19,2025-07-24,Completed,Inside Sales,C0008,P0005,S004,R05,5,0.0,542.04,2710.2,2356.7,353.5
O100165,2025-07-20,2025-07-23,Completed,Inside Sales,C0019,P0001,S005,R02,1,0.05,868.67,868.67,476.83,391.84
O100166,2025-07-20,2025-07-24,Completed,Partner,C0004,P0010,S005,R04,5,0.1,732.99,3664.93,1947.1,1717.83
O100167,2025-07-20,2025-07-23,Completed,Field Sales,C0014,P0003,S002,R01,4,0.1,714.79,2859.16,1511.88,1347.28
O100168,2025-07-20,2025-07-27,Canceled,Online,C0011,P0005,S001,R02,0,0.0,542.04,0.0,0.0,0.0
O100169,2025-07-20,2025-07-27,Completed,Online,C0007,P0006,S001,R06,2,0.0,1192.89,2385.78,744.7,1641.08
O100170,2025-07-20,2025-07-25,Completed,Field Sales,C0010,P0012,S002,R06,3,0.0,337.94,1013.82,881.58,132.24
O100171,2025-07-20,2025-07-22,Completed,Inside Sales,C0006,P0006,S003,R05,1,0.05,1133.25,1133.25,372.35,760.9
O100172,2025-07-20,2025-07-22,Completed,Online,C0010,P0013,S005,R06,1,0.0,790.14,790.14,687.08,103.06
O100173,2025-07-20,2025-07-24,Completed,Partner,C0004,P0008,S004,R04,3,0.0,1301.51,3904.53,623.64,3280.89
O100174,2025-07-20,2025-07-23,Completed,Partner,C0020,P0007,S004,R02,1,0.0,90.63,90.63,78.81,11.82
O100175,2025-07-20,2025-07-21,Returned,Field Sales,C0017,P0012,S005,R05,4,0.05,321.04,-1284.17,-1175.44,-108.73
O100176,2025-07-21,2025-07-23,Completed,Inside Sales,C0006,P0002,S005,R05,1,0.05,156.49,156.49,24.04,132.45
O100177,2025-07-21,2025-07-22,Completed,Partner,C0017,P0014,S004,R05,1,0.05,701.57,701.57,642.17,59.4
O100178,2025-07-21,2025-07-23,Returned,Partner,C0020,P0012,S004,R02,2,0.1,304.15,-608.29,-587.72,-20.57
O100179,2025-07-21,2025-07-26,Completed,Partner,C0017,P0001,S005,R05,4,0.05,868.67,3474.68,1907.32,1567.36
O100180,2025-07-21,2025-07-22,Completed,Field Sales,C0015,P0005,S002,R02,3,0.1,487.84,1463.51,1414.02,49.49
O100181,2025-07-21,2025-07-26,Completed,Partner,C0004,P0015,S005,R04,3,0.0,829.59,2488.77,2164.14,324.63
O100182,2025-07-21,2025-07-28,Completed,Field Sales,C0019,P0008,S004,R02,1,0.05,1236.43,1236.43,207.88,1028.55
O100183,2025-07-21,2025-07-22,Completed,Online,C0015,P0015,S003,R02,10,0.05,788.11,7881.1,7213.8,667.3
O100184,2025-07-21,2025-07-25,Completed,Online,C0013,P0014,S004,R02,4,0.05,701.57,2806.3,2568.68,237.62
O100185,2025-07-21,2025-07-23,Returned,Field Sales,C0004,P0015,S003,R04,1,0.1,746.63,-746.63,-721.38,-25.25
O100186,2025-07-21,2025-07-21,Completed,Online,C0010,P0011,S002,R06,2,0.0,810.85,1621.7,1410.18,211.52
O100187,2025-07-22,2025-07-24,Canceled,Field Sales,C0007,P0011,S004,R06,0,0.15,689.22,0.0,0.0,0.0
O100188,2025-07-22,2025-07-26,Completed,Field Sales,C0020,P0008,S002,R02,2,0.0,1301.51,2603.02,415.76,2187.26
O100189,2025-07-22,2025-07-27,Completed,Field Sales,C0006,P0014,S002,R05,1,0.0,738.5,738.5,642.17,96.33
O100190,2025-07-22,2025-07-25,Completed,Online,C0012,P0014,S003,R06,3,0.0,738.5,2215.5,1926.51,288.99
O100191,2025-07-22,2025-07-24,Completed,Inside Sales,C0001,P0014,S003,R01,3,0.1,664.65,1993.95,1926.51,67.44
O100192,2025-07-22,2025-07-25,Completed,Partner,C0006,P0005,S005,R05,2,0.1,487.84,975.67,942.68,32.99
O100193,2025-07-22,2025-07-24,Completed,Partner,C0001,P0006,S002,R01,2,0.0,1192.89,2385.78,744.7,1641.08
O100194,2025-07-22,2025-07-26,Completed,Inside Sales,C0007,P0004,S001,R06,1,0.05,702.33,702.33,642.87,59.46
O100195,2025-07-23,2025-07-28,Completed,Online,C0011,P0001,S005,R02,2,0.0,914.39,1828.78,953.66,875.12
O100196,2025-07-23,2025-07-23,Completed,Field Sales,C0015,P0001,S002,R02,2,0.05,868.67,1737.34,953.66,783.68
O100197,2025-07-23,2025-07-26,Completed,Inside Sales,C0007,P0005,S004,R06,1,0.1,487.84,487.84,471.34,16.5
O100198,2025-07-23,2025-07-27,Completed,Inside Sales,C0007,P0014,S002,R06,2,0.05,701.57,1403.15,1284.34,118.81
O100199,2025-07-23,2025-07-26,Completed,Online,C0002,P0012,S002,R02,3,0.15,287.25,861.75,881.58,-19.83
O100200,2025-07-24,2025-07-29,Completed,Online,C0003,P0004,S003,R03,4,0.2,591.44,2365.76,2571.48,-205.72
O100201,2025-07-24,2025-07-27,Completed,Partner,C0004,P0005,S001,R04,10,0.0,542.04,5420.4,4713.4,707.0
O100202,2025-07-24,2025-07-27,Completed,Online,C0007,P0005,S005,R06,1,0.1,487.84,487.84,471.34,16.5
O100203,2025-07-24,2025-07-29,Completed,Field Sales,C0002,P0010,S003,R02,4,0.0,814.43,3257.72,1557.68,1700.04
O100204,2025-07-24,2025-07-24,Completed,Online,C0012,P0010,S005,R06,2,0.1,732.99,1465.97,778.84,687.13
O100205,2025-07-24,2025-07-25,Completed,Inside Sales,C0015,P0003,S004,R02,3,0.0,794.21,2382.63,1133.91,1248.72
O100206,2025-07-24,2025-07-27,Completed,Inside Sales,C0007,P0015,S004,R06,4,0.1,746.63,2986.52,2885.52,101.0
O100207,2025-07-24,2025-07-28,Completed,Partner,C0010,P0003,S004,R06,10,0.0,794.21,7942.1,3779.7,4162.4
O100208,2025-07-24,2025-07-24,Completed,Field Sales,C0004,P0005,S001,R04,2,0.1,487.84,975.67,942.68,32.99
O100209,2025-07-25,2025-07-28,Completed,Inside Sales,C0007,P0008,S003,R06,1,0.0,1301.51,1301.51,207.88,1093.63
O100210,2025-07-25,2025-08-01,Completed,Online,C0014,P0010,S004,R01,2,0.2,651.54,1303.09,778.84,524.25
O100211,2025-07-25,2025-07-27,Completed,Partner,C0010,P0003,S004,R06,5,0.1,714.79,3573.95,1889.85,1684.1
O100212,2025-07-25,2025-07-28,Returned,Online,C0010,P0003,S001,R06,1,0.05,754.5,-754.5,-377.97,-376.53
O100213,2025-07-25,2025-07-27,Canceled,Inside Sales,C0006,P0005,S003,R05,0,0.15,460.73,0.0,0.0,0.0
